date,price,shares,pool,e_value,v_value,signal,benchmark_shares,benchmark_value,created_at
2026-02-27,49.52,716,11822.88,35456.32,36638.61,INITIAL,954.7495961227786,47279.2,2026-03-16T18:10:37.3911052026-03-14,45.32,716,11822.88,32449.12,33631.41,HOLD,954.7495961227786,43269.25169628433,2026-03-16T18:19:00.749716
2026-03-13,45.93,716,11822.88,32885.88,37227.11,HOLD,954.7495961227786,43851.64894991922,2026-03-17T11:06:38.772133
